topic,topic_talkid
health_care,8589
illness,8589
humanity,8589
health,8589
personal_growth,8589
society,8589
data,8606
global_issues,8606
humanity,8606
visualizations,8606
photography,8606
society,8606
United_States,8799
politics,8799
TEDx,8799
collaboration,8799
democracy,8799
government,8799
leadership,8799
climate_change,8799
social_change,8799
society,8799
poetry,8947
art,8947
language,8947
life,8947
communication,8947
creativity,8947
goal-setting,8947
personal_growth,8947
humanity,8947
motivation,8947
identity,8947
potential,8947
relationships,8947
society,8947
spoken_word,8947
storytelling,8947
social_change,8947
writing,8947
activism,8779
children,8779
community,8779
compassion,8779
communication,8779
empathy,8779
social_change,8779
death,8779
society,8779
humanity,8779
violence,8779
global_commons,6602
biodiversity,6602
climate_change,6602
community,6602
collaboration,6602
biosphere,6602
economics,6602
conservation,6602
environment,6602
future,6602
global_issues,6602
innovation,6602
natural_resources,6602
nature,6602
oceans,6602
pollution,6602
social_change,6602
society,6602
sustainability,6602
water,6602
trees,6602
TED_Fellows,8786
science,8786
medical_research,8786
virus,8786
HIV,8786
business,8866
data,8866
economics,8866
social_change,8866
innovation,8866
society,8866
sustainability,8866
manufacturing,8866
adventure,8787
Africa,8787
aircraft,8787
creativity,8787
art,8787
flight,8787
nature,8787
photography,8787
TEDx,8780
invention,8780
robots,8780
innovation,8780
future,8780
technology,8780
design,8780
plastic,8788
oceans,8788
pollution,8788
poverty,8788
business,8788
innovation,8788
Africa,9464
electricity,9464
energy,9464
global_development,9464
innovation,9464
potential,9464
society,9464
sustainability,9464
technology,9464
Africa,6672
biology,6672
CRISPR,6672
illness,6672
disease,6672
insects,6672
science,6672
communication,9463
psychology,9463
emotions,9463
humanity,9463
happiness,9463
depression,9463
personal_growth,9463
life,9463
culture,9463
business,9463
social_change,9463
work,9463
motivation,9463
TED_Fellows,9033
animals,9033
Anthropocene,9033
biology,9033
biosphere,9033
communication,9033
fish,9033
environment,9033
nature,9033
science,9033
sustainability,9033
oceans,9033
coral_reefs,9033
community,9125
faith,9125
God,9125
happiness,9125
health,9125
humanity,9125
personal_growth,9125
religion,9125
social_change,9125
society,9125
love,9125
activism,9636
art,9636
humanity,9636
personal_growth,9636
identity,9636
performance_art,9636
poetry,9636
race,9636
performance,9636
society,9636
writing,9636
social_change,9636
spoken_word,9636
women,9636
exploration,9473
humanity,9473
innovation,9473
science,9473
society,9473
technology,9473
space,9473
Africa,6671
humanity,6671
law,6671
criminal_justice,6671
justice_system,6671
prison,6671
potential,6671
motivation,6671
society,6671
social_change,6671
gaming,9214
TEDx,9214
children,9214
Autism_spectrum_disorder,9214
parenting,9214
addiction,9987
compassion,9987
humanity,9987
depression,9987
identity,9987
love,9987
personal_growth,9987
social_change,9987
biodiversity,9296
animals,9296
biosphere,9296
biology,9296
microbiology,9296
nature,9296
oceans,9296
science,9296
TED_Fellows,9403
Africa,9403
agriculture,9403
animals,9403
communication,9403
education,9403
farming,9403
food,9403
children,9403
architecture,9687
community,9687
collaboration,9687
social_change,9687
creativity,9687
design,9687
public_spaces,9687
gender_equality,9687
society,9687
education,9986
math,9986
statistics,9986
teaching,9986
activism,9781
Africa,9781
corruption,9781
leadership,9781
democracy,9781
politics,9781
social_change,9781
society,9781
protests,9781
music,9985
live_music,9985
performance,9985
vocals,9985
guitar,9985
entertainment,9985
community,9807
feminism,9807
humanity,9807
love,9807
personal_growth,9807
relationships,9807
society,9807
social_change,9807
storytelling,9807
business,10173
capitalism,10173
economics,10173
drones,10173
innovation,10173
politics,10173
society,10173
future,10173
business,9988
decision-making,9988
motivation,9988
work,9988
leadership,9988
TEDx,9126
communication,9126
human_body,9126
activism,9126
education,9126
medicine,9126
medical_research,9126
humanity,9126
sex,9126
society,9126
social_change,9126
women,9126
collaboration,10376
Africa,10376
communication,10376
community,10376
depression,10376
compassion,10376
empathy,10376
humanity,10376
innovation,10376
illness,10376
mental_health,10376
social_change,10376
society,10376
personal_growth,10376
TED_Fellows,9989
Africa,9989
art,9989
beauty,9989
creativity,9989
fashion,9989
design,9989
history,9989
humanity,9989
identity,9989
social_change,9989
society,9989
business,10193
design,10193
creativity,10193
fashion,10193
environment,10193
materials,10193
innovation,10193
pollution,10193
product_design,10193
sustainability,10193
TEDx,10358
collaboration,10358
communication,10358
community,10358
relationships,10358
personal_growth,10358
algorithm,10360
AI,10360
communication,10360
collaboration,10360
innovation,10360
intelligence,10360
society,10360
computers,10360
Google,10360
TED_Residency,10550
work,10550
work-life_balance,10550
education,10550
business,10550
decision-making,10550
personal_growth,10550
success,10550
productivity,10550
india,10802
collaboration,10802
data,10802
creativity,10802
design,10802
innovation,10802
religion,10802
invention,10802
software,10802
community,10666
humanity,10666
education,10666
communication,10666
leadership,10666
social_change,10666
identity,10666
race,10666
society,10666
United_States,10666
TEDMED,10666
Africa,10681
gender_equality,10681
humanity,10681
communication,10681
human_body,10681
identity,10681
personal_growth,10681
society,10681
women,10681
social_change,10681
sex,10681
TED_Fellows,10378
refugees,10378
Africa,10378
global_issues,10378
community,10378
humanity,10378
identity,10378
social_change,10378
personal_growth,10378
society,10378
Africa,10975
collaboration,10975
goal-setting,10975
data,10975
motivation,10975
innovation,10975
pollution,10975
creativity,9930
emotions,9930
innovation,9930
science,9930
humanity,11008
personal_growth,11008
success,11008
motivation,11008
philosophy,11008
water,11008
technology,10807
AI,10807
funny,10807
communication,10807
computers,10807
comedy,10807
social_media,10807
biology,10362
health,10362
brain,10362
memory,10362
human_body,10362
neuroscience,10362
mental_health,10362
science,10362
exercise,10362
TEDx,11226
exploration,11226
climate_change,11226
aircraft,11226
nature,11226
technology,11226
glacier,11226
science,11226
Antarctica,11226
activism,10835
education,10835
gender_equality,10835
gender,10835
children,10835
motivation,10835
inequality,10835
personal_growth,10835
potential,10835
social_change,10835
society,10835
women,10835
play,10727
friendship,10727
spoken_word,10727
poetry,10727
personal_growth,10727
humanity,10727
health,5351
TEDx,5351
communication,5351
depression,5351
compassion,5351
humanity,5351
friendship,5351
personal_growth,5351
relationships,5351
TED_Fellows,11720
art,11720
community,11720
creativity,11720
dance,11720
education,11720
identity,11720
personal_growth,11720
play,11720
social_change,11720
immigration,11720
sports,11720
society,11720
disability,11087
disease,11087
goal-setting,11087
motivation,11087
personal_growth,11087
sports,11087
TEDx,10361
choice,10361
cognitive_science,10361
decision-making,10361
illusion,10361
magic,10361
self,10361
psychology,10361
fashion,10750
creativity,10750
activism,10750
communication,10750
identity,10750
society,10750
social_change,10750
beauty,11684
biodiversity,11684
biology,11684
biosphere,11684
demo,11684
environment,11684
invention,11684
climate_change,11684
nature,11684
marine_biology,11684
science,11684
oceans,11684
water,11684
activism,11199
big_problems,11199
climate_change,11199
collaboration,11199
future,11199
communication,11199
inequality,11199
government,11199
global_issues,11199
society,11199
social_change,11199
politics,11199
women,11685
community,11685
activism,11685
business,11685
investment,11685
gender,11685
gender_equality,11685
women_in_business,11685
mental_health,11871
TEDMED,11871
society,11871
depression,11871
aging,11871
friendship,11871
personal_growth,11871
communication,11871
Africa,11089
art,11089
beauty,11089
creativity,11089
photography,11089
identity,11089
personal_growth,11089
social_change,11089
prison,11486
justice_system,11486
United_States,11486
society,11486
social_change,11486
children,11869
education,11869
identity,11869
personal_growth,11869
social_change,11869
society,11869
TED_Residency,11869
teaching,11869
global_issues,12650
science,12650
food,12650
health,12650
animals,12650
agriculture,12650
work,9951
AI,9951
algorithm,9951
computers,9951
economics,9951
future,9951
innovation,9951
society,9951
intelligence,9951
design,12351
fashion,12351
history,12351
design,12346
map,12346
transportation,12346
history,12346
writing,12348
design,12348
history,12348
industrial_design,12348
design,12349
computers,12349
history,12349
Internet,12349
interface_design,12349
programming,12349
play,12350
design,12350
history,12350
music,12350
fashion,12347
design,12347
society,12347
history,12347
emotions,12352
history,12352
design,12352
architecture,12352
design,12353
history,12353
interface_design,12353
Internet,12353
computers,12353
United_States,10274
history,10274
Slavery,10274
identity,10274
inequality,10274
social_change,10274
race,10274
society,10274
education,12729
language,12729
speech,12729
communication,12729
sound,12729
technology,3618
education,3618
culture,3618
TED_Residency,3618
art,3618
live_music,12459
guitar,12459
music,12459
singer,12459
performance,12459
entertainment,12459
compassion,12354
community,12354
relationships,12354
culture,12354
society,12354
social_change,12354
health,10266
TEDx,10266
activism,10266
human_body,10266
education,10266
science,10266
brain,10266
social_change,10266
sports,10266
TED_Fellows,11997
activism,11997
theater,11997
art,11997
film,11997
culture,11997
Africa,11997
war,11997
architecture,11337
collaboration,11337
design,11337
community,11337
social_change,11337
society,11337
urban_planning,11337
aging,12303
communication,12303
culture,12303
future,12303
life,12303
personal_growth,12303
society,12303
TED_Residency,12303
TEDMED,12302
Africa,12302
disease,12302
ebola,12302
virus,12302
fear,12302
illness,12302
medicine,12302
health,12302
health_care,12302
creativity,11327
curiosity,11327
discovery,11327
exploration,11327
math,11327
innovation,11327
potential,11327
science,11327
activism,12060
community,12060
family,12060
justice_system,12060
law,12060
inequality,12060
social_change,12060
prison,12060
society,12060
music,12803
vocals,12803
performance,12803
Africa,12803
live_music,12803
entertainment,12803
TEDx,12066
brain,12066
science,12066
mindfulness,12066
health,9982
health_care,9982
economics,9982
medical_research,9982
medicine,9982
TED_Fellows,13062
fungi,13062
science,13062
nature,13062
biology,13062
communication,13062
biodiversity,13062
plants,13062
data,12501
encryption,12501
physics,12501
computers,12501
future,12501
innovation,12501
science,12501
invention,12501
technology,12501
quantum_physics,12501
TEDx,12908
education,12908
communication,12908
United_States,12908
open-source,12908
journalism,13584
immigration,13584
personal_growth,13584
life,13584
identity,13584
personal_growth,13585
life,13585
goal-setting,13585
happiness,13585
mind,13585
self,13585
psychology,13585
success,13585
motivation,13585
technology,13586
social_media,13586
work,13586
productivity,13586
mental_health,13586
life,13587
happiness,13587
personal_growth,13587
self,13587
motivation,13587
women,13588
social_change,13588
fashion,13588
self,13588
beauty,13588
identity,13588
health,13588
arts,13589
art,13589
design,13589
potential,13589
personal_growth,13589
creativity,13589
presentation,13589
communication,13589
TEDx,8298
activism,8298
United_States,8298
compassion,8298
identity,8298
humanity,8298
personal_growth,8298
race,8298
social_change,8298
society,8298
violence,8298
religion,12202
faith,12202
Africa,12202
collaboration,12202
community,12202
education,12202
health_care,12202
society,12202
social_change,12202
religion,12370
Africa,12370
faith,12370
society,12370
humanity,12370
community,12370
collaboration,12370
activism,12409
education,12409
disability,12409
community,12409
humanity,12409
identity,12409
personal_growth,12409
leadership,12409
social_change,12409
society,12409
TEDx,12409
art,12498
AI,12498
computers,12498
complexity,12498
emotions,12498
future,12498
technology,12498
intelligence,12498
community,13010
photography,13010
art,13010
activism,13010
public_spaces,13010
TED_Prize,13010
compassion,13011
TED_Prize,13011
collaboration,13011
global_issues,13011
cities,13011
humanity,13011
education,13009
global_issues,13009
TED_Prize,13009
food,13009
teaching,13009
health,13009
obesity,13009
biology,9984
health,9984
innovation,9984
human_body,9984
medicine,9984
science,9984
math,9984
cities,12571
infrastructure,12571
United_States,12571
community,12571
culture,12571
TED_Prize,13013
archaeology,13013
collaboration,13013
ancient_world,13013
community,13013
human_origins,13013
technology,13013
society,13013
TED-Ed,13567
animals,13567
nature,13567
insects,13567
biology,13567
global_issues,13012
collaboration,13012
technology,13012
disease,13012
health_care,13012
health,13012
Africa,13012
TED_Prize,13012
humanity,13012
medicine,13012
society,13012
illness,13012
design,13000
creativity,13000
plastic,13000
future,13000
materials,13000
innovation,13000
pollution,13000
nature,13000
sustainability,13000
technology,13000
science,12799
technology,12799
future,12799
Anthropocene,12799
curiosity,12799
climate_change,12799
social_change,12799
society,12799
TED_Fellows,13591
Africa,13591
music,13591
performance,13591
art,13591
live_music,13591
entertainment,13591
activism,12800
community,12800
culture,12800
history,12800
humanity,12800
identity,12800
inequality,12800
